Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type
Gm16287	current symbol	MGI:3650322	Gm16287	predicted gene 16287	lncRNA gene
Gm16291	current symbol	MGI:3826548	Gm16291	predicted gene 16291	lncRNA gene
Gm16294	current symbol	MGI:3645121	Gm16294	predicted gene 16294	lncRNA gene
Gm1631	old symbol	MGI:2686477	Platr26	pluripotency associated transcript 26	lncRNA gene
Gm16325	current symbol	MGI:3826549	Gm16325	predicted gene 16325	lncRNA gene
Gm16386	current symbol	MGI:3646848	Gm16386	predicted gene 16386	pseudogene
Gm16497	current symbol	MGI:3642481	Gm16497	predicted gene 16497	lncRNA gene
Gm16516	old symbol	MGI:1344334	Map2k3os	mitogen-activated protein kinase kinase 3, opposite strand	antisense lncRNA gene
Gm16523	current symbol	MGI:4360990	Gm16523	predicted gene, 16523	pseudogene
Gm16548	current symbol	MGI:4414968	Gm16548	predicted gene 16548	lncRNA gene
Gm16551	current symbol	MGI:4414971	Gm16551	predicted gene 16551	lncRNA gene
Gm16576	current symbol	MGI:4414996	Gm16576	predicted gene 16576	lncRNA gene
Gm16596	current symbol	MGI:4439520	Gm16596	predicted gene, 16596	lncRNA gene
Gm16675	current symbol	MGI:4439599	Gm16675	predicted gene, 16675	lncRNA gene
Gm16701	current symbol	MGI:4439625	Gm16701	predicted gene, 16701	lncRNA gene
Gm16702	current symbol	MGI:4439626	Gm16702	predicted gene, 16702	lncRNA gene
Gm16793	current symbol	MGI:4439717	Gm16793	predicted gene, 16793	lncRNA gene
Gm16796	current symbol	MGI:4439720	Gm16796	predicted gene, 16796	lncRNA gene
Gm16833	current symbol	MGI:4439757	Gm16833	predicted gene, 16833	lncRNA gene
Gm16845	current symbol	MGI:4439769	Gm16845	predicted gene, 16845	lncRNA gene
Gm16863	current symbol	MGI:4439787	Gm16863	predicted gene, 16863	lncRNA gene
Gm16880	old symbol	MGI:4439804	Platr22	pluripotency associated transcript 22	lncRNA gene
Gm16894	current symbol	MGI:4439818	Gm16894	predicted gene, 16894	lncRNA gene
Gm16897	current symbol	MGI:4439821	Gm16897	predicted gene, 16897	lncRNA gene
Gm16907	current symbol	MGI:4439831	Gm16907	predicted gene, 16907	lncRNA gene
Gm16973	current symbol	MGI:4439897	Gm16973	predicted gene, 16973	lncRNA gene
Gm16998	current symbol	MGI:4439922	Gm16998	predicted gene, 16998	lncRNA gene
Gm17066	current symbol	MGI:4937893	Gm17066	predicted gene 17066	lncRNA gene
Gm1715	current symbol	MGI:2686561	Gm1715	predicted gene 1715	lncRNA gene
Gm1720	current symbol	MGI:2686566	Gm1720	predicted gene 1720	lncRNA gene
Gm17745	current symbol	MGI:5009823	Gm17745	predicted gene, 17745	lncRNA gene
Gm17746	current symbol	MGI:5009824	Gm17746	predicted gene, 17746	lncRNA gene
Gm17751	current symbol	MGI:5009832	Gm17751	predicted gene, 17751	lncRNA gene
Gm17762	current symbol	MGI:5009925	Gm17762	predicted gene, 17762	lncRNA gene
Gm17801	current symbol	MGI:5009987	Gm17801	predicted gene, 17801	lncRNA gene
Gm17821	current symbol	MGI:5010006	Gm17821	predicted gene, 17821	pseudogene
Gm17830	current symbol	MGI:5010015	Gm17830	predicted gene, 17830	lncRNA gene
Gm1821	old symbol	MGI:3037679	Ubb-ps	ubiquitin B, pseudogene	pseudogene
Gm1821:copy2		No associated gene			
Gm18409	current symbol	MGI:5010594	Gm18409	predicted gene, 18409	pseudogene
Gm19277	current symbol	MGI:5011462	Gm19277	predicted gene, 19277	lncRNA gene
Gm19299	current symbol	MGI:5011484	Gm19299	predicted gene, 19299	lncRNA gene
Gm19303	current symbol	MGI:5011488	Gm19303	predicted gene, 19303	lncRNA gene
Gm1943	current symbol	MGI:3037801	Gm1943	predicted gene 1943	pseudogene
Gm19434	current symbol	MGI:5011619	Gm19434	predicted gene, 19434	lncRNA gene
Gm19461	current symbol	MGI:5011646	Gm19461	predicted gene, 19461	lncRNA gene
Gm19466	current symbol	MGI:5011651	Gm19466	predicted gene, 19466	lncRNA gene
Gm19510	current symbol	MGI:5011695	Gm19510	predicted gene, 19510	lncRNA gene
Gm19522	current symbol	MGI:5011707	Gm19522	predicted gene, 19522	lncRNA gene
Gm19583	current symbol	MGI:5011768	Gm19583	predicted gene, 19583	lncRNA gene
Gm19589	current symbol	MGI:5011774	Gm19589	predicted gene, 19589	lncRNA gene
Gm19619	current symbol	MGI:5011804	Gm19619	predicted gene, 19619	lncRNA gene
Gm1968	current symbol	MGI:3584525	Gm1968	predicted gene 1968	lncRNA gene
Gm19689	current symbol	MGI:5011874	Gm19689	predicted gene, 19689	lncRNA gene
Gm19757	current symbol	MGI:5011942	Gm19757	predicted gene, 19757	lncRNA gene
Gm1976	current symbol	MGI:3780145	Gm1976	predicted gene 1976	lncRNA gene
Gm19782	current symbol	MGI:5011967	Gm19782	predicted gene, 19782	lncRNA gene
Gm19784	current symbol	MGI:5011969	Gm19784	predicted gene, 19784	lncRNA gene
Gm19897	current symbol	MGI:5012082	Gm19897	predicted gene, 19897	lncRNA gene
Gm19990	current symbol	MGI:5012175	Gm19990	predicted gene, 19990	lncRNA gene
Gm20063	current symbol	MGI:5012248	Gm20063	predicted gene, 20063	lncRNA gene
Gm20098	current symbol	MGI:5012283	Gm20098	predicted gene, 20098	lncRNA gene
Gm2011	current symbol	MGI:3780180	Gm2011	predicted gene 2011	pseudogene
Gm20110	current symbol	MGI:5012295	Gm20110	predicted gene, 20110	lncRNA gene
Gm20125	current symbol	MGI:5012310	Gm20125	predicted gene, 20125	lncRNA gene
Gm20139	current symbol	MGI:5012324	Gm20139	predicted gene, 20139	lncRNA gene
Gm20139:copy2		No associated gene			
Gm20187	current symbol	MGI:5012372	Gm20187	predicted gene, 20187	lncRNA gene
Gm20257	current symbol	MGI:5012442	Gm20257	predicted gene, 20257	pseudogene
Gm20268	current symbol	MGI:5012453	Gm20268	predicted gene, 20268	lncRNA gene
Gm2027	current symbol	MGI:3780196	Gm2027	predicted gene 2027	pseudogene
Gm20324	current symbol	MGI:5012509	Gm20324	predicted gene, 20324	lncRNA gene
Gm20337	current symbol	MGI:5012522	Gm20337	predicted gene, 20337	lncRNA gene
Gm20356	current symbol	MGI:5012541	Gm20356	predicted gene, 20356	lncRNA gene
Gm20554	current symbol	MGI:5295661	Gm20554	predicted gene, 20554	lncRNA gene
Gm20556	current symbol	MGI:5295663	Gm20556	predicted gene, 20556	lncRNA gene
Gm20597	current symbol	MGI:5295703	Gm20597	predicted gene, 20597	lncRNA gene
Gm2061	current symbol	MGI:3780228	Gm2061	predicted gene 2061	lncRNA gene
Gm20611	current symbol	MGI:5313058	Gm20611	predicted gene 20611	lncRNA gene
Gm20735	current symbol	MGI:5434091	Gm20735	predicted gene, 20735	lncRNA gene
Gm20740	current symbol	MGI:5434096	Gm20740	predicted gene, 20740	lncRNA gene
Gm20743	current symbol	MGI:5434099	Gm20743	predicted gene, 20743	lncRNA gene
Gm20744	current symbol	MGI:5434100	Gm20744	predicted gene, 20744	lncRNA gene
Gm20745	current symbol	MGI:5434101	Gm20745	predicted gene, 20745	lncRNA gene
Gm20748	old symbol	MGI:5434104	Bvht	braveheart long non-coding RNA	lncRNA gene
Gm20750	current symbol	MGI:5434106	Gm20750	predicted gene, 20750	lncRNA gene
Gm20752	current symbol	MGI:5434108	Gm20752	predicted gene, 20752	lncRNA gene
Gm20753	current symbol	MGI:5434109	Gm20753	predicted gene, 20753	lncRNA gene
Gm20754	current symbol	MGI:5434110	Gm20754	predicted gene, 20754	lncRNA gene
Gm20755	current symbol	MGI:5434111	Gm20755	predicted gene, 20755	lncRNA gene
Gm20756	current symbol	MGI:5434112	Gm20756	predicted gene, 20756	lncRNA gene
Gm20757	current symbol	MGI:5434113	Gm20757	predicted gene, 20757	lncRNA gene
Gm20758	current symbol	MGI:5434114	Gm20758	predicted gene, 20758	lncRNA gene
Gm20759	current symbol	MGI:5434115	Gm20759	predicted gene, 20759	lncRNA gene
Gm20858	current symbol	MGI:5434214	Gm20858	predicted gene, 20858	pseudogene
Gm20858:copy2		No associated gene			
Gm20858:copy3		No associated gene			
Gm20858:copy4		No associated gene			
Gm20858:copy5		No associated gene			
Gm20871	current symbol	MGI:5434227	Gm20871	predicted gene, 20871	pseudogene
Gm20871:copy2		No associated gene			
Gm20871:copy3		No associated gene			
Gm20871:copy4		No associated gene			
Gm21057	current symbol	MGI:5434414	Gm21057	predicted gene, 21057	lncRNA gene
Gm2115	old symbol	MGI:3780284	Ctxnd1	cortexin domain containing 1	protein coding gene
Gm21221	current symbol	MGI:5434576	Gm21221	predicted gene, 21221	lncRNA gene
Gm21269	current symbol	MGI:5434624	Gm21269	predicted gene, 21269	lncRNA gene
Gm21284	current symbol	MGI:5434639	Gm21284	predicted gene, 21284	lncRNA gene
Gm21944	current symbol	MGI:5439395	Gm21944	predicted gene, 21944	pseudogene
Gm2381	current symbol	MGI:3780549	Gm2381	predicted gene 2381	protein coding gene
Gm2447	current symbol	MGI:3780614	Gm2447	predicted gene 2447	lncRNA gene
Gm2516	current symbol	MGI:3780683	Gm2516	predicted gene 2516	lncRNA gene
Gm2518	current symbol	MGI:3780685	Gm2518	predicted gene 2518	pseudogene
Gm2694	current symbol	MGI:3780864	Gm2694	predicted gene 2694	lncRNA gene
Gm2721	current symbol	MGI:3780890	Gm2721	predicted gene 2721	lncRNA gene
Gm2762	current symbol	MGI:3780931	Gm2762	predicted gene 2762	lncRNA gene
Gm2848	current symbol	MGI:3781020	Gm2848	predicted gene 2848	lncRNA gene
Gm3002	current symbol	MGI:3781180	Gm3002	predicted gene 3002	protein coding gene
Gm3020	current symbol	MGI:3781198	Gm3020	predicted gene 3020	protein coding gene
Gm3020:copy2		No associated gene			
Gm3086	current symbol	MGI:3781262	Gm3086	predicted gene 3086	pseudogene
Gm3143	current symbol	MGI:3781322	Gm3143	predicted gene 3143	lncRNA gene
Gm3143:copy2		No associated gene			
Gm3230	current symbol	MGI:3781408	Gm3230	predicted gene 3230	lncRNA gene
Gm3279	current symbol	MGI:3781457	Gm3279	predicted gene 3279	lncRNA gene
Gm3414	current symbol	MGI:3781592	Gm3414	predicted gene 3414	protein coding gene
Gm3716	current symbol	MGI:3781892	Gm3716	predicted gene 3716	lncRNA gene
Gm3833	old symbol	MGI:3782005	Mnd1-ps	Mnd1 retrotransposed pseudogene	pseudogene
Gm3893	current symbol	MGI:3782066	Gm3893	predicted gene 3893	protein coding gene
Gm41	current symbol	MGI:2684887	Gm41	predicted pseudogene 41	pseudogene
Gm4224	current symbol	MGI:3782400	Gm4224	predicted gene 4224	lncRNA gene
Gm4251	current symbol	MGI:3782428	Gm4251	predicted gene 4251	lncRNA gene
Gm4265	current symbol	MGI:3782442	Gm4265	predicted gene 4265	lncRNA gene
Gm4278	current symbol	MGI:3782455	Gm4278	predicted gene 4278	lncRNA gene
Gm4285	current symbol	MGI:3782463	Gm4285	predicted gene 4285	lncRNA gene
Gm4371	current symbol	MGI:3782556	Gm4371	predicted gene 4371	pseudogene
Gm4489	current symbol	MGI:3782674	Gm4489	predicted gene 4489	lncRNA gene
Gm4541	current symbol	MGI:3782725	Gm4541	predicted gene 4541	pseudogene
Gm4541:copy2		No associated gene			
Gm4541:copy3		No associated gene			
Gm4541:copy4		No associated gene			
Gm4541:copy5		No associated gene			
Gm4710	current symbol	MGI:3782890	Gm4710	predicted gene 4710	lncRNA gene
Gm4719	current symbol	MGI:3782899	Gm4719	predicted gene 4719	lncRNA gene
Gm4776	old symbol	MGI:3643324	Stk-ps2	serine/threonine kinase 2	pseudogene
Gm4827	current symbol	MGI:3646707	Gm4827	predicted gene 4827	lncRNA gene
Gm4872	current symbol	MGI:3779443	Gm4872	predicted gene 4872	lncRNA gene
Gm4890	current symbol	MGI:3779445	Gm4890	predicted gene 4890	lncRNA gene
Gm4926	current symbol	MGI:3646427	Gm4926	predicted gene 4926	lncRNA gene
Gm4956	current symbol	MGI:3647976	Gm4956	predicted gene 4956	pseudogene
Gm5	current symbol	MGI:2684851	Gm5	predicted gene 5	lncRNA gene
Gm5065	current symbol	MGI:3643170	Gm5065	predicted gene 5065	protein coding gene
Gm5084	current symbol	MGI:3647835	Gm5084	predicted gene 5084	lncRNA gene
Gm5086	current symbol	MGI:3644417	Gm5086	predicted gene 5086	lncRNA gene
Gm5088	current symbol	MGI:3644528	Gm5088	predicted gene 5088	pseudogene
Gm5089	current symbol	MGI:3644731	Gm5089	predicted gene 5089	lncRNA gene
Gm5089:copy2		No associated gene			
Gm5091	current symbol	MGI:3779456	Gm5091	predicted gene 5091	lncRNA gene
Gm5095	current symbol	MGI:3779458	Gm5095	predicted gene 5095	lncRNA gene
Gm5105	current symbol	MGI:3645344	Gm5105	predicted gene 5105	protein coding gene
Gm5126	current symbol	MGI:3649150	Gm5126	predicted pseudogene 5126	lncRNA gene
Gm5129	current symbol	MGI:3648499	Gm5129	predicted gene 5129	lncRNA gene
Gm5166	current symbol	MGI:3648097	Gm5166	predicted pseudogene 5166	pseudogene
Gm5176	current symbol	MGI:3644450	Gm5176	predicted gene 5176	pseudogene
Gm5177	current symbol	MGI:3646657	Gm5177	predicted pseudogene 5177	pseudogene
Gm53	current symbol	MGI:2684899	Gm53	predicted gene 53	lncRNA gene
Gm53	synonym	MGI:3836786	Tg(Chat-cre)GM53Gsat	transgene insertion GM53, GENSAT Project at Rockefeller University	transgene
Gm5441	current symbol	MGI:3779489	Gm5441	predicted gene 5441	lncRNA gene
Gm5468	current symbol	MGI:3648948	Gm5468	predicted gene 5468	lncRNA gene
Gm5475	current symbol	MGI:3646320	Gm5475	predicted gene 5475	protein coding gene
Gm5478	current symbol	MGI:3646318	Gm5478	predicted pseudogene 5478	protein coding gene
Gm5485	current symbol	MGI:3647875	Gm5485	predicted gene 5485	protein coding gene
Gm5512	current symbol	MGI:3645436	Gm5512	predicted gene 5512	pseudogene
Gm5607	old symbol	MGI:3645522	Sox1ot	Sox1 overlapping transcript	sense overlapping lncRNA gene
Gm5627	current symbol	MGI:3645308	Gm5627	predicted gene 5627	lncRNA gene
Gm5833	current symbol	MGI:3779530	Gm5833	predicted gene 5833	lncRNA gene
Gm5860	current symbol	MGI:3646172	Gm5860	predicted gene 5860	lncRNA gene
Gm6116	current symbol	MGI:3644088	Gm6116	predicted gene 6116	lncRNA gene
Gm6150	current symbol	MGI:3779560	Gm6150	predicted gene 6150	lncRNA gene
Gm6194	current symbol	MGI:3704094	Gm6194	predicted gene 6194	pseudogene
Gm6213	current symbol	MGI:3646754	Gm6213	predicted gene 6213	lncRNA gene
Gm6225	current symbol	MGI:3643252	Gm6225	predicted gene 6225	lncRNA gene
Gm6249	current symbol	MGI:3644248	Gm6249	predicted gene 6249	lncRNA gene
Gm6260	current symbol	MGI:3645891	Gm6260	predicted gene 6260	lncRNA gene
Gm6277	current symbol	MGI:3779583	Gm6277	predicted gene 6277	lncRNA gene
Gm6297	current symbol	MGI:3779584	Gm6297	predicted gene 6297	lncRNA gene
Gm6300	current symbol	MGI:3648364	Gm6300	predicted gene 6300	pseudogene
Gm6307	old symbol	MGI:3649026	Mir1a-1hg	Mir1a-1 and Mir133a-2 host gene	lncRNA gene
Gm6313	current symbol	MGI:3644722	Gm6313	predicted gene 6313	lncRNA gene
Gm6329	current symbol	MGI:3646898	Gm6329	predicted gene 6329	lncRNA gene
Gm6367:copy2		No associated gene			
Gm6402	current symbol	MGI:3645740	Gm6402	predicted pseudogene 6402	pseudogene
Gm6416	current symbol	MGI:3779595	Gm6416	predicted gene 6416	lncRNA gene
Gm6455	current symbol	MGI:3648736	Gm6455	predicted gene 6455	lncRNA gene
Gm6498	current symbol	MGI:3647773	Gm6498	predicted gene 6498	pseudogene
Gm6578	current symbol	MGI:3643037	Gm6578	predicted gene 6578	pseudogene
Gm6602	current symbol	MGI:3779614	Gm6602	predicted gene 6602	lncRNA gene
Gm6634	current symbol	MGI:3643829	Gm6634	predicted gene 6634	lncRNA gene
Gm6639	current symbol	MGI:3779620	Gm6639	predicted gene 6639	lncRNA gene
Gm6787	current symbol	MGI:3646481	Gm6787	predicted gene 6787	lncRNA gene
Gm6936	current symbol	MGI:3779642	Gm6936	predicted gene 6936	lncRNA gene
Gm6938	current symbol	MGI:3648987	Gm6938	predicted gene 6938	lncRNA gene
Gm6981	current symbol	MGI:3646966	Gm6981	predicted pseudogene 6981	pseudogene
Gm6994	current symbol	MGI:3647788	Gm6994	predicted gene 6994	lncRNA gene
Gm7008	current symbol	MGI:3647211	Gm7008	predicted gene 7008	lncRNA gene
Gm7104	current symbol	MGI:3779672	Gm7104	predicted gene 7104	pseudogene
Gm7134	current symbol	MGI:3647708	Gm7134	predicted gene 7134	pseudogene
Gm7271	old symbol	MGI:3647743	Exoc1l	exocyst complex component 1 like	protein coding gene
Gm7337	current symbol	MGI:3646689	Gm7337	predicted gene 7337	pseudogene
Gm7457	current symbol	MGI:3648132	Gm7457	predicted gene 7457	lncRNA gene
Gm7854	current symbol	MGI:3648234	Gm7854	predicted gene 7854	lncRNA gene
Gm805	current symbol	MGI:2685651	Gm805	predicted gene 805	lncRNA gene
Gm8179	current symbol	MGI:3646474	Gm8179	predicted gene 8179	lncRNA gene
Gm8221	current symbol	MGI:3779789	Gm8221	predicted gene 8221	pseudogene
Gm8579	current symbol	MGI:3647057	Gm8579	predicted gene 8579	lncRNA gene
Gm8633	current symbol	MGI:3647678	Gm8633	predicted gene 8633	lncRNA gene
Gm8709	current symbol	MGI:3646360	Gm8709	predicted gene 8709	pseudogene
Gm872	old symbol	MGI:1922208	Cfap54	cilia and flagella associated protein 54	protein coding gene
Gm8773	current symbol	MGI:3646213	Gm8773	predicted gene 8773	protein coding gene
Gm8801	current symbol	MGI:3779813	Gm8801	predicted gene 8801	pseudogene
Gm9199	current symbol	MGI:3647592	Gm9199	predicted gene 9199	pseudogene
Gm9696	current symbol	MGI:3819177	Gm9696	predicted gene 9696	pseudogene
Gm9767	current symbol	MGI:3704352	Gm9767	predicted gene 9767	lncRNA gene
Gm9833	old symbol	MGI:3641855	Myef2l	myelin expression factor 2 like	protein coding gene
Gm9866	old symbol	MGI:3643118	Silc1	sciatic injury induced lincRNA upregulator of SOX11	lncRNA gene
Gm9871	current symbol	MGI:3647145	Gm9871	predicted gene 9871	lncRNA gene
Gm9899	current symbol	MGI:3708711	Gm9899	predicted gene 9899	lncRNA gene
Gm9920	current symbol	MGI:3642228	Gm9920	predicted gene 9920	lncRNA gene
Gm9926	current symbol	MGI:3642582	Gm9926	predicted gene 9926	lncRNA gene
Gm9961	current symbol	MGI:3642444	Gm9961	predicted gene 9961	lncRNA gene
Gm9962	current symbol	MGI:3642695	Gm9962	predicted gene 9962	lncRNA gene
Gm9999	old symbol	MGI:3642801	Misfa	mitochondrial sheath formation associated	protein coding gene
Gnb5:copy2		No associated gene			
Gpr137b-ps	current symbol	MGI:3710533	Gpr137b-ps	G protein-coupled receptor 137B, pseudogene	pseudogene
Gpr19	current symbol	MGI:892973	Gpr19	G protein-coupled receptor 19	protein coding gene
Gsdmcl-ps	current symbol	MGI:1921710	Gsdmcl-ps	gasdermin C-like, pseudogene	pseudogene
Gt(ROSA)26Sor	current symbol	MGI:104735	Gt(ROSA)26Sor	gene trap ROSA 26, Philippe Soriano	lncRNA gene
H19	current symbol	MGI:95891	H19	H19, imprinted maternally expressed transcript	lncRNA gene
H19	synonym	MGI:6715930	Igs40	intergenic site 40	unclassified other genome feature
H19	synonym	MGI:1355333	Nckap1	NCK-associated protein 1	protein coding gene
H2-K2	current symbol	MGI:95906	H2-K2	histocompatibility 2, K region locus 2	pseudogene
H2-Q5	current symbol	MGI:95934	H2-Q5	histocompatibility 2, Q region locus 5	polymorphic pseudogene
H2-T10	current symbol	MGI:95942	H2-T10	histocompatibility 2, T region locus 10	polymorphic pseudogene
Has2as	old symbol	MGI:3643465	Has2os	hyaluronan synthase 2, opposite strand	lncRNA gene
Hdac10	current symbol	MGI:2158340	Hdac10	histone deacetylase 10	protein coding gene
Hgd	current symbol	MGI:96078	Hgd	homogentisate 1, 2-dioxygenase	protein coding gene
Hhatl	current symbol	MGI:1922020	Hhatl	hedgehog acyltransferase-like	protein coding gene
Hmga2-ps1	current symbol	MGI:106023	Hmga2-ps1	high mobility group AT-hook 2, pseudogene 1	pseudogene
Hmgb1-rs17	current symbol	MGI:104764	Hmgb1-rs17	high mobility group box 1, related sequence 17	pseudogene
Hotair	current symbol	MGI:3826586	Hotair	HOX transcript antisense RNA (non-protein coding)	lncRNA gene
Hoxa11as	old symbol	MGI:107208	Hoxa11os	homeobox A11, opposite strand	lncRNA gene
Hoxd11	current symbol	MGI:96203	Hoxd11	homeobox D11	protein coding gene
Hrh3	current symbol	MGI:2139279	Hrh3	histamine receptor H3	protein coding gene
Hspa14:copy2		No associated gene			
I730030J21Rik	current symbol	MGI:3588279	I730030J21Rik	RIKEN cDNA I730030J21 gene	lncRNA gene
Igf2as	old symbol	MGI:1195257	Igf2os	insulin-like growth factor 2, opposite strand	antisense lncRNA gene
Il15ra	current symbol	MGI:104644	Il15ra	interleukin 15 receptor, alpha chain	protein coding gene
Il4	current symbol	MGI:96556	Il4	interleukin 4	protein coding gene
Ipw	current symbol	MGI:892030	Ipw	imprinted gene in the Prader-Willi syndrome region	lncRNA gene
Irf3	current symbol	MGI:1859179	Irf3	interferon regulatory factor 3	protein coding gene
Jpx	current symbol	MGI:2180008	Jpx	Jpx transcript, Xist activator (non-protein coding)	lncRNA gene
Kat5	current symbol	MGI:1932051	Kat5	K(lysine) acetyltransferase 5	protein coding gene
Kcnq1ot1	current symbol	MGI:1926855	Kcnq1ot1	KCNQ1 overlapping transcript 1	lncRNA gene
Kctd18	current symbol	MGI:3603813	Kctd18	potassium channel tetramerisation domain containing 18	protein coding gene
Khdrbs1	current symbol	MGI:893579	Khdrbs1	KH domain containing, RNA binding, signal transduction associated 1	protein coding gene
Kif4-ps	current symbol	MGI:1922197	Kif4-ps	kinesin family member 4, pseudogene	pseudogene
Klc2	current symbol	MGI:107953	Klc2	kinesin light chain 2	protein coding gene
Klc2	human synonym	MGI:1277971	Klc3	kinesin light chain 3	protein coding gene
Klra13-ps	current symbol	MGI:1321090	Klra13-ps	killer cell lectin-like receptor subfamily A, member 13, pseudogene	pseudogene
Krt74	current symbol	MGI:3629975	Krt74	keratin 74	pseudogene
Ldha	current symbol	MGI:96759	Ldha	lactate dehydrogenase A	protein coding gene
Lmf1	current symbol	MGI:1923733	Lmf1	lipase maturation factor 1	protein coding gene
LOC100043315		No associated gene			
LOC100503496		No associated gene			
LOC100503676		No associated gene			
LOC101243624		No associated gene			
LOC101410165		No associated gene			
Lrrc28	current symbol	MGI:1915689	Lrrc28	leucine rich repeat containing 28	protein coding gene
Ly9	current symbol	MGI:96885	Ly9	lymphocyte antigen 9	protein coding gene
Lypd6	current symbol	MGI:2443848	Lypd6	LY6/PLAUR domain containing 6	protein coding gene
Malat1	current symbol	MGI:1919539	Malat1	metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)	lncRNA gene
March2	old symbol	MGI:1925915	Marchf2	membrane associated ring-CH-type finger 2	protein coding gene
Mcpt-ps1	current symbol	MGI:102769	Mcpt-ps1	mast cell protease, pseudogene 1	pseudogene
Mdp1	current symbol	MGI:1915131	Mdp1	magnesium-dependent phosphatase 1	protein coding gene
Mdp1	human synonym	MGI:1196389	Polg	polymerase (DNA directed), gamma	protein coding gene
Meg3	current symbol	MGI:1202886	Meg3	maternally expressed 3	lncRNA gene
Meg3:copy2		No associated gene			
Meis3	current symbol	MGI:108519	Meis3	Meis homeobox 3	protein coding gene
Mgarp	current symbol	MGI:1914999	Mgarp	mitochondria localized glutamic acid rich protein	protein coding gene
Miat	current symbol	MGI:2444886	Miat	myocardial infarction associated transcript (non-protein coding)	lncRNA gene
Minos1	old symbol	MGI:1913628	Micos10	mitochondrial contact site and cristae organizing system subunit 10	protein coding gene
Mllt10:copy2		No associated gene			
Mospd4	current symbol	MGI:1919326	Mospd4	motile sperm domain containing 4	pseudogene
Mphosph9	current symbol	MGI:2443138	Mphosph9	M-phase phosphoprotein 9	protein coding gene
Mtag2	current symbol	MGI:1860766	Mtag2	metastasis associated gene 2	lncRNA gene
Mtmr2	current symbol	MGI:1924366	Mtmr2	myotubularin related protein 2	protein coding gene
Mug-ps1	current symbol	MGI:99838	Mug-ps1	murinoglobulin, pseudogene 1	pseudogene
Mvd	current symbol	MGI:2179327	Mvd	mevalonate (diphospho) decarboxylase	protein coding gene
Mx1	current symbol	MGI:97243	Mx1	MX dynamin-like GTPase 1	polymorphic pseudogene
Mx1	human symbol	MGI:97244	Mx2	MX dynamin-like GTPase 2	polymorphic pseudogene
Mx2	human symbol	MGI:97243	Mx1	MX dynamin-like GTPase 1	polymorphic pseudogene
Mx2	current symbol	MGI:97244	Mx2	MX dynamin-like GTPase 2	polymorphic pseudogene
Myeov2	old symbol	MGI:1914165	Cops9	COP9 signalosome subunit 9	protein coding gene
Nagpa	current symbol	MGI:1351598	Nagpa	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase	protein coding gene
Ncrna00086	old symbol	MGI:2443645	Smim10l2a	small integral membrane protein 10 like 2A	protein coding gene
Nctc1	current symbol	MGI:1306816	Nctc1	non-coding transcript 1	lncRNA gene
Ndufa7	current symbol	MGI:1913666	Ndufa7	NADH:ubiquinone oxidoreductase subunit A7	protein coding gene
Ndufs6	current symbol	MGI:107932	Ndufs6	NADH:ubiquinone oxidoreductase core subunit S6	protein coding gene
Ndufs6	human symbol	MGI:3648526	Ndufs6b	NADH:ubiquinone oxidoreductase subunit S6B	pseudogene
Neat1	current symbol	MGI:1914211	Neat1	nuclear paraspeckle assembly transcript 1 (non-protein coding)	lncRNA gene
Nespas	old symbol	MGI:1861674	Gnasas1	GNAS antisense RNA 1	antisense lncRNA gene
Ngrn	current symbol	MGI:1933212	Ngrn	neugrin, neurite outgrowth associated	protein coding gene
Nkx2-2as	old symbol	MGI:3652259	Nkx2-2os	NK2 homeobox 2, opposite strand	antisense lncRNA gene
Nkx6-2	current symbol	MGI:1352738	Nkx6-2	NK6 homeobox 2	protein coding gene
Nlrp1c-ps	current symbol	MGI:3582962	Nlrp1c-ps	NLR family, pyrin domain containing 1C, pseudogene	pseudogene
Nlrp5-ps	current symbol	MGI:5010941	Nlrp5-ps	NLR family, pyrin domain containing 5, pseudogene	pseudogene
Nlrp5-ps:copy2		No associated gene			
Nol8	current symbol	MGI:1918180	Nol8	nucleolar protein 8	protein coding gene
Nphs1as	old symbol	MGI:2675468	Nphs1os	nephrosis 1 homolog, nephrin, opposite strand	antisense lncRNA gene
Nron	current symbol	MGI:2444126	Nron	non-protein coding RNA, repressor of NFAT	lncRNA gene
Nt5c2	current symbol	MGI:2178563	Nt5c2	5'-nucleotidase, cytosolic II	protein coding gene
Oas1b	current symbol	MGI:97430	Oas1b	2'-5' oligoadenylate synthetase 1B	polymorphic pseudogene
Olfr1300-ps1	old symbol	MGI:3031134	Or4k50-ps1	olfactory receptor family 4 subfamily K member 50, pseudogene 1	polymorphic pseudogene
Olfr75-ps1	old symbol	MGI:2153204	Or1e36-ps1	olfactory receptor family 1 subfamily E member 36, pseudogene 1	pseudogene
Olfr947-ps1	old symbol	MGI:3030781	Or8g29-ps1	olfactory receptor family 8 subfamily G member 29, pseudogene 1	polymorphic pseudogene
Oprl1	current symbol	MGI:97440	Oprl1	opioid receptor-like 1	protein coding gene
Orc4	current symbol	MGI:1347043	Orc4	origin recognition complex, subunit 4	protein coding gene
Orc6	current symbol	MGI:1929285	Orc6	origin recognition complex, subunit 6	protein coding gene
Osbpl1a	current symbol	MGI:1927551	Osbpl1a	oxysterol binding protein-like 1A	protein coding gene
